post,pre
7,5
5,4
4,996
996,5
5,4
4,7
7,4
4,4
4,4
4,4
4,4
4,3
3,6
6,4
4,4
4,6
6,5
5,6
6,1814
1814,9
9,4
4,10
10,6
6,6
6,5
5,9
9,5
5,4
4,5177
5177,3
3,4
4,5
5,4
4,3
3,4
4,8
8,6
6,5
5,4
4,4
4,4
4,3
3,4
4,64
64,4
4,3
3,6
6,6
6,4
4,5
5,6
6,4
4,4
4,163
163,4
4,2800
2800,6
6,4
4,3
3,6
6,250
250,6
6,3
3,4
4,4
4,4
4,5
5,11
11,4
4,3
3,4
4,4
4,7
7,2168
2168,5
5,6
6,4
4,3
3,5
5,4
4,8
8,5
5,4
4,5
5,6
6,4
4,4
4,4
4,4
4,3
3,4
4,7
7,1351
1351,4
4,5
5,8
8,2
2,10
10,331
331,5
5,3
3,5
5,3
3,4
4,4
4,4
4,4
4,5
5,4
4,4
4,4
4,2490
2490,2081
2081,6
6,812
812,4
4,5
5,1759
1759,4
4,5
5,9
9,2444
2444,16
16,1588
1588,4
4,54
54,4
4,3
3,4
4,5
5,5
5,1
1,6
6,4
4,4
4,6
6,6
6,4
4,4
4,5
5,82
82,8
8,4
4,5
5,4
4,125
125,7
7,4
4,30
30,1521
1521,3
3,3
3,6
6,5
5,4
4,3
3,4
4,4
4,7
7,9
9,5
5,4
4,2
2,5
5,5
5,1150
1150,4
4,4
4,4
4,5
5,6
6,4
4,6
6,4
4,3
3,1867
1867,4
4,4
4,2
2,4075
4075,2
2,3
3,2596
2596,337
337,6
6,1244
1244,4
4,3
3,4
4,3
3,292
292,5
5,4
4,3
3,9
9,3198
3198,4
4,1239
1239,6
6,798
798,4
4,1469
1469,4
4,10
10,3
3,584
584,4
4,3944
3944,5
5,236
236,3
3,3
3,2
2,3
3,3
3,7
7,6
6,7
7,5
5,6
6,743
743,6
6,5
5,9
9,5
5,5
5,3
3,2
2,827
827,1299
1299,7
7,4
4,3
3,12
12,895
895,3
3,2
2,10
10,114
114,135
135,1
1,2
2,1
1,2
2,31
31,39
39,5
5,409
409,6
6,5
5,5
5,3
3,3
3,6
6,698
698,190
190,4
4,3
3,21
21,2
2,3
3,2
2,3
3,2
2,1188
1188,4
4,4
4,1383
1383,1927
1927,6
6,5
5,2
2,0
0,0
0,0
0,3
3,6
6,5
5,3
3,3
3,5
5,4
4,6
6,4
4,2
2,3
3,1023
1023,1579
1579,14
14,8
8,6
6,48
48,4
4,1200
1200,3022
3022,4
4,4
4,1236
1236,4
4,3
3,2
2,2
2,614
614,7
7,295
295,5
5,5
5,534
534,5
5,5
5,60
60,4
4,4
4,4
4,5
5,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,342
342,4
4,5
5,4
4,7
7,5
5,907
907,5
5,51
51,3
3,378
378,6
6,3
3,1
1,3
3,6
6,4
4,332
332,4
4,5
5,4
4,5
5,10
10,4
4,12
12,3
3,23
23,5
5,1983
1983,167
167,21
21,4
4,4
4,4
4,4
4,7
7,3
3,9
9,3284
3284,1191
1191,5
5,1
1,185
185,1162
1162,4
4,0
0,4
4,6
6,3
3,1
1,4
4,4
4,3
3,2
2,2
2,5
5,0
0,1
1,4
4,40
40,6
6,4
4,1
1,1
1,2
2,0
0,5
5,3
3,1
1,1
1,5
5,149
149,5
5,6
6,3
3,1
1,1529
1529,909
909,5
5,6
6,55
55,4
4,10
10,6
6,4
4,5
5,15
15,4
4,4
4,3
3,3
3,3
3,20
20,3
3,4
4,5
5,5
5,4
4,4
4,4
4,5
5,3
3,5
5,3
3,15
15,5
5,6
6,5
5,4
4,4
4,4
4,469
469,4
4,620
620,6
6,1
1,1
1,7
7,48
48,1
1,265
265,5
5,3
3,5
5,1480
1480,2
2,1
1,1
1,2
2,3
3,1
1,13
13,392
392,0
0,944
944,1
1,1
1,2
2,0
0,1
1,2
2,3
3,1
1,1
1,556
556,4
4,5
5,2
2,4
4,2
2,1
1,1
1,5
5,22
22,4
4,563
563,4
4,1
1,1
1,2
2,2
2,4
4,1
1,1
1,3
3,4
4,13
13,1
1,2
2,6
6,5
5,5
5,1
1,6
6,3024
3024,11
11,7
7,22
22,26
26,4
4,4
4,8645
8645,5
5,5
5,4
4,4
4,6
6,4
4,199
199,5
5,4
4,5
5,4
4,4
4,282
282,4
4,4
4,3
3,64
64,7
7,4
4,3
3,4
4,4
4,3
3,4
4,4
4,3
3,135
135,4790
4790,6
6,140
140,3
3,6
6,5
5,3
3,4
4,3
3,7003
7003,4
4,5
5,4
4,5
5,5
5,5
5,4
4,6
6,4
4,4
4,4
4,4
4,1485
1485,7
7,6
6,5
5,5
5,5
5,291
291,8
8,4
4,4
4,4
4,5
5,4
4,1054
1054,5
5,34
34,5
5,5
5,5
5,17
17,2019
2019,689
689,4
4,5
5,5
5,5
5,4
4,4
4,5
5,5
5,6
6,4
4,7
7,3
3,5
5,5
5,5
5,6
6,6
6,4
4,4
4,5
5,3
3,4
4,4
4,5
5,4
4,3
3,5
5,4
4,4
4,4
4,15
15,4
4,5
5,5
5,3
3,4
4,5
5,4
4,5
5,5
5,5862
5862,6
6,2859
2859,20118
20118,16
16,338
338,4
4,14227
14227,4
4,29
29,5
5,1034
1034,7
7,5
5,75
75,5
5,5
5,8689
8689,7683
7683,3985
3985,1077
1077,5
5,4
4,3
3,6
6,6
6,6
6,6
6,5
5,4
4,6
6,613
613,2542
2542,5
5,190
190,204
204,2286
2286,59
59,3
3,4
4,12
12,1208
1208,2062
2062,3
3,4
4,5
5,33
33,3
3,3
3,4
4,4
4,5
5,5
5,4
4,3
3,4
4,4
4,5
5,5
5,4
4,4
4,16
16,4
4,5
5,981
981,8
8,4
4,18
18,113
113,4
4,4
4,4
4,7
7,135
135,5
5,2
2,1
1,4
4,0
0,1
1,8
8,4
4,38
38,299
299,5
5,510
510,6
6,4
4,4
4,5
5,52
52,5
5,10
10,224
224,5
5,6
6,244
244,31
31,3
3,4
4,3
3,5
5,4
4,4
4,4
4,4
4,3
3,4
4,4
4,4
4,4
4,5
5,4
4,4
4,3
3,4
4,4
4,4
4,3
3,4
4,4
4,3
3,3
3,3
3,20
20,5
5,4
4,4
4,5
5,4
4,4
4,6
6,4
4,4
4,4
4,3
3,3
3,3
3,5
5,4
4,156
156,4
4,4
4,6
6,5
5,4
4,5
5,4
4,560
560,4
4,6
6,6
6,5
5,2
2,5
5,45
45,11
11,4
4,4
4,4
4,3
3,20
20,5
5,5
5,4
4,5
5,4
4,50
50,28
28,6
6,123
123,8
8,4
4,42
42,3
3,1
1,5
5,42
42,9
9,8
8,5
5,38
38,3
3,4
4,5
5,10
10,4
4,51
51,16725
16725,128
128,6
6,254
254,3
3,4
4,5
5,4581
4581,6
6,55
55,5
5,4
4,7
7,787
787,2845
2845,4
4,3
3,4
4,4
4,5
5,11
11,4
4,6
6,4
4,3
3,4
4,4
4,5
5,5
5,4
4,4
4,5
5,4
4,11
11,3
3,7
7,4
4,4
4,4
4,5
5,4
4,1986
1986,4
4,5
5,4
4,4
4,5
5,4
4,5
5,4
4,4
4,5
5,4
4,4
4,10
10,6
6,13
13,5
5,6
6,5
5,4
4,526
526,4
4,5
5,11
11,5
5,32
32,4
4,4
4,4
4,4
4,3
3,4
4,4
4,4
4,5
5,4
4,4
4,3
3,4
4,4
4,4
4,6
6,5
5,4
4,4
4,3
3,3
3,4
4,4
4,5
5,5
5,4
4,4
4,5
5,4
4,5
5,4
4,6
6,4
4,6
6,17
17,4
4,9
9,6
6,5
5,5
5,26
26,35
35,6
6,8
8,6
6,5
5,4
4,4
4,4
4,278
278,5
5,3
3,2
2,3
3,3
3,2
2,3
3,3
3,2
2,3292
3292,3
3,4
4,3
3,5
5,3
3,5
5,202
202,6
6,5
5,4
4,6
6,5
5,5
5,4
4,4
4,6
6,6
6,6
6,1438
1438,4
4,5
5,6
6,5
5,4
4,4
4,115
115,5
5,4
4,4
4,3
3,5
5,4
4,4
4,4
4,4
4,4
4,3
3,6
6,4
4,3
3,4
4,4
4,4
4,5
5,45
45,5
5,4
4,5
5,22
22,4
4,15
15,4
4,6
6,112
112,6
6,328
328,4
4,6
6,4
4,4
4,3
3,44
44,295
295,4
4,5
5,2
2,3
3,3
3,4
4,338
338,5
5,5
5,6
6,7
7,4
4,4
4,5
5,5
5,5
5,4
4,2
2,3
3,17
17,15
15,10
10,5
5,5
5,4
4,28
28,3
3,5
5,3
3,10
10,5
5,26
26,5
5,4
4,6
6,6
6,4
4,187
187,39
39,7
7,2468
2468,5
5,5
5,5
5,5
5,4
4,68
68,5
5,74
74,113
113,3
3,4
4,3
3,6
6,2
2,154
154,4
4,4
4,4
4,4
4,20
20,296
296,3
3,5
5,108
108,27
27,5
5,5
5,5
5,5
5,5
5,12
12,459
459,3
3,4
4,5
5,5
5,3
3,7
7,5
5,4
4,3
3,6
6,1042
1042,15
15,1020
1020,5
5,6
6,6
6,4
4,4382
4382,5
5,2220
2220,4
4,170
170,6
6,8
8,4
4,4
4,49
49,7
7,6
6,716
716,4
4,340
340,3
3,24
24,4
4,4
4,48
48,370
370,4
4,4
4,108
108,4
4,4
4,25
25,3
3,4
4,3
3,2
2,3
3,3
3,2
2,3
3,3
3,2
2,3
3,3
3,2
2,3
3,3
3,114
114,277
277,6
6,300
300,4
4,5
5,5
5,5
5,5
5,4
4,319
319,5
5,5
5,5
5,4
4,5
5,5
5,5
5,5
5,4
4,5
5,5
5,5
5,4
4,3
3,2
2,1
1,0
0,1
1,0
0,0
0,0
0,0
0,2
2,6
6,5
5,4
4,4
4,5
5,5
5,6
6,5
5,4
4,4
4,5
5,4
4,3
3,3
3,4
4,4
4,4
4,5
5,5
5,3
3,4
4,4
4,3
3,4
4,45
45,4
4,4
4,4
4,5
5,5
5,33
33,92
92,4
4,7
7,5
5,6
6,30
30,5
5,6
6,679
679,10
10,7
7,7
7,5
5,4
4,4
4,3
3,6
6,5
5,3
3,4
4,3
3,4
4,5
5,4
4,59
59,5
5,4
4,3
3,3
3,3
3,3
3,4
4,5
5,4
4,4
4,5
5,3
3,8
8,10
10,6
6,6
6,6
6,5
5,5
5,4
4,4
4,4
4,6
6,5
5,5
5,6
6,4
4,8
8,3
3,3
3,179
179,4
4,4
4,5
5,6
6,54
54,5
5,4
4,5
5,5
5,4
4,4
4,6
6,5
5,3
3,3
3,3
3,30
30,16
16,6
6,3
3,7
7,3
3,4
4,20
20,4
4,17
17,3
3,4
4,3
3,4
4,7
7,59
59,5
5,7
7,4
4,4
4,4
4,4
4,3
3,4
4,4
4,3
3,4
4,4
4,4
4,4
4,4
4,4
4,4
4,5
5,4
4,3
3,40
40,4
4,193
193,4
4,5
5,6
6,4
4,4
4,5
5,4
4,3
3,4
4,4
4,4
4,4
4,4
4,4
4,4
4,151
151,156
156,6
6,3
3,5
5,4
4,72
72,3
3,5
5,5
5,5
5,3
3,3
3,6
6,5
5,5
5,4
4,6
6,6
6,8
8,5
5,4
4,4
4,5
5,4
4,5
5,5
5,6
6,4
4,3
3,5
5,4
4,5
5,3
3,5
5,6
6,6
6,7
7,7
7,5
5,5
5,5
5,7
7,6
6,5
5,7
7,15
15,6
6,6
6,5
5,6
6,5
5,5
5,14
14,5
5,129
129,12
12,4
4,322
322,4
4,3
3,4
4,4
4,3
3,2
2,4
4,4
4,7
7,4
4,3
3,3
3,4
4,5
5,3
3,5
5,5
5,6
6,6
6,6
6,3
3,94
94,7
7,447
447,5
5,4
4,4
4,5
5,15
15,4
4,3
3,3
3,4
4,3
3,3
3,3
3,4
4,4
4,4
4,4
4,5
5,4
4,4
4,2
2,6
6,4
4,3
3,4
4,5
5,4
4,3
3,3
3,4
4,5
5,3
3,89
89,6
6,7
7,7
7,3
3,5
5,3
3,4
4,5
5,5
5,7
7,6
6,4
4,5
5,5
5,52
52,2
2,4
4,6
6,1
1,0
0,2
2,3
3,1
1,2
2,9
9,4
4,19
19,4
4,4
4,6
6,2
2,8
8,4
4,2
2,355
355,4
4,4
4,93
93,3
3,7
7,8
8,3
3,3
3,9
9,6
6,3
3,5
5,3
3,5
5,7
7,48
48,5
5,4
4,5
5,4
4,19
19,422
422,4
4,4
4,4
4,5
5,5
5,5
5,5
5,4
4,4
4,4
4,5
5,5
5,5
5,6
6,5
5,199
199,7
7,3
3,14
14,4
4,150
150,3
3,5
5,4
4,6
6,5
5,4
4,5
5,7
7,6
6,66
66,22
22,5
5,4
4,4
4,4
4,55
55,7
7,7
7,4
4,2
2,4
4,170
170,10
10,5
5,5
5,133
133,3
3,4
4,5
5,5
5,3
3,4
4,3
3,4
4,1
1,2
2,1
1,2
2,7
7,6
6,4
4,3
3,644
644,4
4,5
5,5
5,6
6,5
5,8
8,13
13,9
9,21801
21801,5
5,75
75,5
5,4
4,4
4,5
5,6
6,3
3,4
4,5
5,5
5,4
4,4
4,18
18,5
5,5
5,4
4,8
8,5
5,5
5,5
5,372
372,5
5,5
5,4
4,918
918,36
36,5
5,4
4,3
3,3
3,4
4,4
4,4
4,3
3,5
5,4
4,5
5,5
5,6
6,19
19,12
12,3
3,4
4,3
3,4
4,2
2,6
6,4
4,7
7,46
46,1854
1854,4
4,9
9,4
4,4
4,182
182,4
4,4
4,2
2,0
0,3
3,4
4,4
4,4
4,3
3,2
2,1368
1368,4
4,63
63,4
4,6
6,4
4,5
5,4
4,5
5,4
4,6
6,6
6,4
4,3
3,5
5,4
4,3
3,4
4,150
150,6
6,4
4,5
5,3
3,5
5,4
4,5
5,4
4,5
5,8
8,10
10,5
5,4
4,6
6,10
10,5
5,173
173,4
4,3
3,3
3,3
3,3
3,3
3,3
3,3
3,4
4,3
3,4
4,4
4,3
3,251
251,6
6,6
6,7
7,26
26,6
6,6
6,1313
1313,68
68,4
4,5
5,4
4,4
4,6
6,4
4,5
5,3
3,4
4,4
4,3
3,3
3,4
4,4
4,4
4,5
5,4
4,7
7,6
6,5
5,8
8,4
4,3
3,1472
1472,4
4,3
3,743
743,4
4,54
54,5
5,4
4,51
51,5
5,322
322,5
5,460
460,5
5,6
6,285
285,7
7,6
6,5
5,9
9,6
6,5
5,5
5,6
6,5
5,6
6,4
4,5
5,3
3,4
4,4
4,4
4,4
4,4
4,5
5,361
361,115
115,4
4,4
4,5
5,4
4,4
4,4
4,5
5,13
13,4
4,4
4,4
4,5
5,4
4,3
3,4
4,4
4,3
3,25
25,11
11,6
6,4
4,4
4,3
3,4
4,4
4,4
4,3
3,4
4,4
4,8
8,4
4,5
5,4
4,5
5,3
3,6
6,4
4,5
5,6
6,4
4,4
4,5
5,4
4,5
5,11
11,4
4,5
5,981
981,4
4,4
4,4
4,4
4,11
11,4
4,3
3,4
4,4
4,7
7,5
5,4
4,3
3,5
5,6
6,6
6,32
32,5
5,4
4,4
4,4
4,12
12,5
5,6
6,34
34,7
7,4
4,5
5,9
9,4
4,3
3,7
7,5
5,3
3,113
113,443
443,3
3,4
4,3
3,3
3,4
4,3
3,3
3,3
3,4
4,3
3,3
3,4
4,3
3,3
3,4
4,3
3,5
5,4
4,5
5,4
4,210
210,4
4,4
4,3
3,3
3,4
4,5
5,5
5,4
4,4
4,4
4,4
4,5
5,4
4,4
4,74
74,5
5,4
4,364
364,6
6,24
24,7
7,7
7,10
10,497
497,5
5,3
3,4
4,3
3,4
4,4
4,6
6,422
422,5
5,4
4,5
5,4
4,5
5,5
5,4
4,5
5,6
6,5
5,5
5,6
6,5
5,6
6,5
5,4
4,4
4,3
3,4
4,37
37,4
4,3
3,3
3,4
4,4
4,16
16,4
4,15
15,4
4,4
4,3
3,4
4,6
6,168
168,7
7,6
6,4
4,3
3,4
4,4
4,5
5,7
7,5
5,4
4,3
3,5
5,4
4,43
43,7
7,7
7,6
6,6
6,8
8,90
90,4
4,4
4,7
7,8
8,6
6,6
6,7
7,3
3,3
3,5
5,4
4,3
3,5
5,4
4,3
3,6
6,4
4,5
5,5
5,5
5,6
6,5
5,5
5,5
5,2
2,0
0,3
3,38
38,3
3,37
37,15
15,3
3,5
5,4
4,38
38,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,3
3,16
16,5
5,4
4,8
8,0
0,6
6,5
5,6
6,3
3,4
4,5
5,5
5,4
4,3
3,4
4,3
3,3
3,3
3,3
3,4
4,5
5,5
5,4
4,3
3,3
3,4
4,4
4,4
4,4
4,3
3,5
5,5
5,4
4,5
5,3
3,5
5,5
5,16
16,125
125,5
5,4
4,5
5,4
4,5
5,5
5,4
4,5
5,4
4,446
446,5
5,51
51,168
168,4
4,5
5,4
4,4
4,4
4,3
3,5
5,3
3,4
4,3
3,2
2,4
4,5
5,5
5,2
2,4
4,4
4,2
2,4
4,4
4,4
4,27
27,5
5,3
3,31
31,3
3,4
4,12
12,4
4,424
424,3
3,3
3,79
79,5
5,7
7,5
5,194
194,5
5,5
5,5
5,5
5,5
5,5
5,4
4,4
4,4
4,4
4,5
5,4
4,3
3,3
3,3
3,3
3,5
5,2
2,2
2,4
4,5
5,101
101,192
192,6
6,4
4,2
2,5
5,4
4,5
5,3
3,4
4,4
4,4
4,3
3,3
3,4
4,6
6,6
6,4
4,8
8,19
19,5
5,63
63,35
35,5
5,6
6,6
6,6
6,5
5,4
4,7
7,3
3,4
4,3
3,4
4,4
4,4
4,4
4,5
5,171
171,5
5,3
3,4
4,5
5,5
5,4
4,6
6,5
5,5
5,5
5,3
3,3
3,4
4,54
54,6
6,4
4,5
5,4
4,2
2,4
4,76
76,8
8,7
7,4
4,4
4,4
4,4
4,4
4,5
5,4
4,5
5,3
3,5
5,3
3,52
52,6
6,5
5,4
4,4
4,4
4,3
3,4
4,6
6,5
5,5
5,3
3,313
313,4
4,5
5,3
3,3
3,4
4,4
4,4
4,2
2,4
4,4
4,4
4,6
6,4
4,5
5,4
4,4
4,68
68,5
5,5
5,5
5,4
4,35
35,3
3,3
3,3
3,4
4,5
5,4
4,18
18,6
6,255
255,4
4,4
4,4
4,5
5,5
5,4
4,4
4,4
4,4
4,4
4,4
4,5
5,7
7,4
4,3
3,4
4,4
4,22
22,3
3,4
4,4
4,6
6,2
2,5
5,4
4,4
4,5
5,7
7,3
3,4
4,4
4,3
3,5
5,4
4,3
3,3
3,3
3,2
2,3
3,3
3,4
4,5
5,3
3,3
3,5
5,5
5,9
9,2
2,23
23,297
297,3
3,4
4,4
4,5
5,4
4,4
4,3
3,4
4,4
4,5
5,3
3,1
1,0
0,1
1,4
4,3
3,4
4,4
4,5
5,220
220,4
4,4
4,4
4,4
4,2
2,1
1,0
0,0
0,1
1,2
2,0
0,0
0,17
17,28
28,4
4,4
4,5
5,5
5,4
4,5
5,4
4,4
4,4
4,2
2,5
5,154
154,6
6,19
19,5
5,4
4,4
4,4
4,5
5,5
5,5
5,4
4,84
84,15
15,4
4,409
409,4
4,1
1,29
29,39
39,7
7,3
3,4
4,4
4,3
3,6
6,6
6,5
5,18
18,4
4,4
4,232
232,5
5,9
9,5
5,4
4,4
4,5
5,4
4,5
5,5
5,4
4,4
4,4
4,5
5,4
4,4
4,358
358,4
4,4
4,3
3,4
4,4
4,3
3,4
4,3
3,15
15,104
104,4
4,5
5,12
12,4
4,5
5,5
5,5
5,3
3,4
4,2
2,3
3,4
4,4
4,46
46,4
4,4
4,4
4,5
5,4
4,9
9,6
6,7
7,3
3,3
3,3
3,3
3,2
2,10
10,2
2,6
6,3
3,9
9,6
6,6
6,3
3,30
30,4
4,13
13,5
5,6
6,29
29,4
4,4
4,8
8,7
7,35
35,3
3,7
7,10
10,4
4,4
4,4
4,2
2,4
4,5
5,3
3,3
3,20
20,3
3,95
95,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,5
5,5
5,4
4,4
4,6
6,6
6,3
3,3
3,298
298,4
4,5
5,5
5,2
2,0
0,1
1,0
0,0
0,5
5,6
6,5
5,3
3,6
6,234
234,4
4,4
4,3
3,4
4,5
5,4
4,5
5,2
2,45
45,6
6,19
19,3
3,5
5,5
5,4
4,3
3,25
25,5
5,13
13,15
15,24
24,12
12,16
16,31
31,4
4,4
4,4
4,2
2,3
3,5
5,3
3,4
4,5
5,4
4,41
41,6
6,3
3,3
3,5
5,5
5,7
7,7
7,4
4,5
5,12
12,3
3,5
5,4
4,4
4,3
3,8
8,4
4,3
3,3
3,3
3,4
4,6
6,3
3,8
8,4
4,5
5,4
4,6
6,6
6,5
5,5
5,3
3,10
10,3
3,4
4,9
9,13
13,4
4,4
4,24
24,2
2,6
6,2
2,3
3,4
4,4
4,3
3,3
3,2
2,4
4,4
4,2
2,4
4,4
4,4
4,4
4,5
5,4
4,4
4,4
4,4
4,4
4,5
5,4
4,4
4,8
8,5
5,5
5,21
21,3
3,7
7,5
5,4
4,6
6,6
6,6
6,4
4,3
3,8
8,2
2,14
14,35
35,5
5,4
4,4
4,992
992,4
4,4
4,4
4,5
5,296
296,3
3,3
3,1
1,3
3,304
304,5
5,4
4,5
5,131
131,4
4,152
152,4
4,42
42,6
6,319
319,5
5,5
5,3
3,5
5,3
3,5
5,4
4,3
3,5
5,81
81,5
5,6
6,6
6,3
3,4
4,4
4,4
4,6
6,4
4,4
4,4
4,4
4,4
4,6
6,5
5,5
5,6
6,7
7,7
7,126
126,4
4,5
5,4
4,3
3,3
3,4
4,3
3,3
3,2
2,48
48,4
4,5
5,5
5,3
3,6
6,5
5,4
4,4
4,4
4,3
3,5
5,5
5,4
4,10
10,19
19,179
179,5
5,618
618,5
5,4
4,214
214,5
5,6
6,3
3,3
3,3
3,107
107,5
5,8
8,3
3,9
9,147
147,5
5,6
6,1564
1564,2
2,32
32,6
6,3
3,14
14,4
4,63
63,4
4,4
4,6
6,316
316,3
3,3
3,4
4,3
3,3
3,527
527,462
462,5
5,5
5,5
5,7
7,5
5,4
4,4
4,4
4,3
3,3
3,3
3,112
112,5
5,289
289,5
5,4
4,5
5,368
368,4
4,4
4,6
6,77
77,3
3,135
135,4
4,8
8,2
2,6
6,4
4,5
5,3
3,5
5,3
3,4
4,11
11,4
4,3
3,3
3,5
5,4
4,373
373,16
16,5
5,7
7,19
19,17
17,266
266,5
5,5
5,5
5,5
5,319
319,5
5,5
5,10
10,5
5,130
130,5
5,5
5,6
6,40
40,5
5,10
10,81
81,418
418,5
5,3
3,5
5,2
2,4
4,5
5,114
114,627
627,4
4,47
47,4
4,7
7,9
9,5
5,5
5,3
3,5
5,5
5,8
8,395
395,4
4,3
3,115
115,4
4,5
5,5
5,4
4,4
4,5
5,4
4,3
3,7
7,7
7,10
10,29
29,4
4,5
5,4
4,4
4,4
4,2
2,6
6,4
4,17
17,4
4,4
4,5
5,4
4,4
4,5
5,4
4,6
6,4
4,4
4,7
7,7
7,5
5,5
5,1046
1046,3
3,116
116,4
4,3
3,7
7,10
10,1
1,3
3,4
4,3
3,4
4,12
12,3
3,86
86,11
11,2
2,3
3,4
4,3
3,4
4,11
11,5
5,7
7,5
5,235
235,6
6,8
8,5
5,5
5,6
6,6
6,6
6,6
6,6
6,49
49,7
7,107
107,6
6,50
50,6
6,6
6,6
6,7
7,6
6,6
6,6
6,6
6,6
6,6
6,6
6,7
7,6
6,6
6,6
6,6
6,6
6,6
6,6
6,7
7,6
6,6
6,6
6,6
6,6
6,6
6,6
6,7
7,6
6,6
6,6
6,6
6,6
6,6
6,6
6,7
7,6
6,6
6,6
6,6
6,6
6,6
6,6
6,354
354,4
4,263
263,5
5,5
5,1
1,2
2,2
2,3
3,4
4,4
4,3
3,2
2,0
0,5
5,10
10,5
5,4
4,7
7,46
46,7
7,104
104,6
6,6
6,6
6,6
6,6
6,6
6,7
7,6
6,6
6,5
5,3
3,3
3,4
4,34
34,155
155,5
5,5
5,277
277,2
2,4
4,5
5,4
4,4
4,4
4,4
4,3
3,5
5,6
6,5
5,6
6,4
4,5
5,4
4,4
4,9
9,8
8,12
12,3
3,3
3,3
3,3
3,336
336,5
5,6
6,7
7,10
10,5
5,0
0,0
0,1
1,5
5,105
105,6
6,25
25,26
26,25
25,5
5,13
13,29
29,10
10,4
4,6
6,6
6,16
16,6
6,4
4,5
5,3
3,41
41,5
5,162
162,4
4,4
4,10
10,5
5,6
6,5
5,5
5,355
355,4
4,4
4,4
4,5
5,6
6,66
66,5
5,5
5,4
4,4
4,1161
1161,0
0,1
1,0
0,0
0,0
0,0
0,917
917,5
5,7
7,5
5,4
4,118
118,6
6,13
13,4
4,4
4,806
806,5
5,15
15,7
7,7
7,5
5,7
7,7
7,6
6,5
5,4
4,6
6,6
6,5
5,321
321,163
163,7
7,3
3,2
2,3
3,95
95,6
6,4
4,5
5,4
4,5
5,7
7,4
4,12
12,3
3,4
4,4
4,1923
1923,4
4,47
47,5
5,5
5,6
6,5
5,4
4,4
4,5
5,166
166,3
3,8
8,4
4,9
9,4
4,4
4,26
26,5
5,226
226,10
10,4
4,4
4,8
8,100
100,21
21,4
4,10
10,4
4,4
4,4
4,4
4,8
8,4
4,5
5,7
7,350
350,4
4,5
5,388
388,4
4,72
72,4
4,286
286,7
7,5
5,4
4,6
6,3
3,5
5,3
3,4
4,6
6,4
4,29
29,6
6,5
5,4
4,4
4,6
6,188
188,5
5,5
5,6
6,773
773,3
3,5
5,2
2,4
4,4
4,133
133,9
9,5
5,5
5,4
4,5
5,5
5,51
51,4
4,6
6,5
5,76
76,5
5,4
4,4
4,4
4,5
5,247
247,4
4,2
2,3
3,4
4,4
4,7
7,45
45,4
4,5
5,5
5,6
6,1
1,5
5,8
8,4
4,5
5,4
4,6
6,5
5,4
4,5
5,5
5,1232
1232,3
3,5
5,4
4,6
6,26
26,4
4,5
5,44
44,4
4,4
4,4
4,6
6,108
108,5
5,4
4,6
6,4
4,5
5,6
6,6
6,123
123,32
32,8
8,11
11,5
5,3
3,6
6,2
2,11
11,445
445,3
3,4
4,4
4,5
5,4
4,4
4,5
5,9
9,5
5,4
4,598
598,4
4,4
4,4
4,4
4,2
2,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,27
27,4
4,3
3,47
47,14
14,219
219,5
5,4
4,301
301,5
5,4
4,538
538,5
5,5
5,5
5,5
5,4
4,5
5,192
192,8
8,93
93,20
20,10
10,69
69,5
5,5
5,5
5,5
5,5
5,4
4,5
5,5
5,5
5,5
5,5
5,5
5,4
4,5
5,5
5,5
5,5
5,4
4,6
6,5
5,4
4,11
11,83
83,83
83,5
5,155
155,5
5,6
6,5
5,5
5,5
5,34
34,3
3,201
201,30
30,7
7,5
5,4
4,3
3,1820
1820,323
323,2
2,3
3,2
2,5
5,3
3,3
3,34
34,3
3,602
602,5
5,6
6,2
2,5
5,4
4,4
4,6
6,5
5,3
3,5
5,15
15,6
6,7
7,6
6,33
33,10
10,5
5,4
4,3
3,5
5,4
4,5
5,6
6,5
5,1
1,4
4,5
5,3
3,162
162,9
9,7
7,210
210,274
274,50
50,24
24,10
10,10
10,8
8,3
3,382
382,6
6,16
16,6
6,7
7,3
3,2
2,60
60,55
55,5
5,3
3,5
5,1
1,3
3,5
5,1
1,5
5,10
10,5
5,10
10,4
4,4
4,4
4,14
14,1
1,4
4,8
8,4
4,7
7,4
4,12
12,8
8,4
4,5
5,3
3,6
6,6
6,4
4,6
6,14
14,0
0,43
43,5
5,6
6,5
5,8
8,8
8,8
8,7
7,3
3,3
3,6
6,20
20,4
4,5
5,5
5,5
5,4
4,5
5,5
5,5
5,18
18,5
5,3
3,2
2,4
4,17
17,6
6,19
19,25
25,8
8,54
54,4
4,19
19,5
5,3
3,5
5,4
4,3
3,3
3,3
3,5
5,19
19,5
5,4
4,4
4,4
4,4
4,4
4,4
4,1
1,5
5,4
4,22
22,4
4,5
5,4
4,6
6,5
5,4
4,5
5,4
4,4
4,6
6,5
5,4
4,519
519,3
3,6
6,15
15,4
4,4
4,4
4,6
6,6
6,6
6,4
4,5
5,4
4,4
4,4
4,4
4,4
4,5
