post,pre
5,3
3,4
4,4
4,5
5,4
4,5
5,17
17,5
5,5
5,5
5,4
4,4
4,6
6,5
5,5
5,5
5,159
159,5
5,237
237,5
5,5
5,5
5,4
4,4
4,136
136,2
2,32
32,3
3,47
47,4
4,4
4,4
4,13
13,4
4,8
8,6
6,6
6,788
788,3
3,4
4,3
3,3
3,4
4,4
4,4
4,819
819,10
10,4
4,477
477,3
3,3
3,4
4,3
3,6
6,5
5,4
4,2
2,4
4,5
5,22
22,3
3,3
3,20
20,6
6,5
5,5
5,4
4,3
3,4
4,5
5,4
4,27
27,3
3,6
6,5
5,196
196,6
6,2
2,4
4,2
2,3
3,25
25,224
224,5
5,3
3,2
2,5
5,5
5,4
4,113
113,5
5,4
4,101
101,4
4,4
4,3
3,4
4,10
10,6
6,7
7,6
6,6
6,7
7,6
6,6
6,7
7,6
6,9
9,7
7,594
594,3
3,4
4,55
55,24
24,6
6,4
4,5
5,6
6,5
5,4
4,5
5,3
3,3
3,1
1,2
2,1
1,162
162,4
4,18
18,4
4,4
4,11
11,21
21,6
6,21
21,7
7,6
6,6
6,7
7,6
6,94
94,6
6,7
7,6
6,14
14,9
9,6
6,87
87,4
4,907
907,4
4,3
3,4
4,5
5,4
4,5
5,3
3,4
4,11
11,4
4,5
5,2
2,5
5,98
98,8
8,6
6,4
4,4
4,2
2,4
4,5
5,2
2,3
3,4
4,5
5,7
7,6
6,4
4,199
199,25
25,4
4,5
5,349
349,4
4,4
4,4
4,4
4,4
4,4
4,321
321,3
3,5
5,55
55,4
4,6
6,5
5,5
5,4
4,4
4,7
7,15
15,12
12,2
2,9
9,3
3,3
3,3
3,3
3,3
3,2
2,2
2,565
565,4
4,34
34,5
5,3
3,0
0,1
1,4
4,2
2,5
5,6
6,2
2,3
3,6
6,176
176,4
4,3
3,41
41,146
146,354
354,4
4,4
4,4
4,4
4,22
22,5
5,5
5,3
3,3
3,4
4,4
4,4
4,4
4,2
2,4
4,3
3,37
37,4
4,40
40,4
4,56
56,5
5,4
4,8
8,3
3,6
6,2
2,4
4,6
6,3
3,55
55,6
6,5
5,5
5,5
5,4
4,3
3,3
3,3
3,250
250,995
995,4
4,3
3,4
4,33
33,3
3,2
2,3
3,4
4,5
5,6
6,3
3,3
3,5
5,4
4,4
4,3
3,3
3,5
5,4
4,3
3,4
4,3
3,3
3,2
2,3
3,4
4,3
3,3
3,3
3,5
5,7
7,4
4,54
54,4
4,5
5,2
2,3
3,3
3,2
2,3
3,2
2,3
3,3
3,2
2,3
3,2
2,3
3,229
229,2
2,3
3,3
3,2
2,4
4,288
288,6
6,6
6,6
6,7
7,6
6,6
6,6
6,6
6,6
6,6
6,469
469,4
4,4
4,4
4,4
4,3
3,4
4,96
96,7
7,4
4,5
5,6
6,4
4,7
7,7
7,2
2,6
6,5
5,4
4,5
5,5
5,4
4,31
31,5
5,4
4,193
193,4
4,3
3,4
4,2
2,3
3,3
3,46
46,15
15,4
4,4
4,9
9,3
3,3
3,4
4,3
3,3
3,3
3,2
2,3
3,11
11,2
2,3
3,3
3,3
3,142
142,653
653,201
201,2
2,3
3,2
2,3
3,3
3,2
2,3
3,3
3,5
5,4
4,3
3,4
4,3
3,27
27,5
5,4
4,4
4,3
3,4
4,4
4,2
2,3
3,3
3,4
4,5
5,521
521,131
131,3
3,3
3,16
16,5
5,184
184,13
13,336
336,4
4,6
6,3
3,6
6,4
4,4
4,5
5,7
7,6
6,6
6,4
4,4
4,9
9,5
5,3
3,5
5,3
3,5
5,6
6,3
3,8
8,3
3,19
19,5
5,6
6,5
5,4
4,3
3,63
63,90
90,11
11,4
4,4
4,6
6,5
5,6
6,3
3,2
2,8
8,4
4,6
6,4
4,4
4,2
2,4
4,4
4,5
5,3
3,5
5,4
4,4
4,4
4,3
3,115
115,10
10,3
3,8
8,4
4,5
5,5
5,3
3,73
73,4
4,2
2,30
30,3
3,3
3,4
4,24
24,4
4,4
4,3
3,5
5,4
4,3
3,4
4,3
3,4
4,184
184,9
9,14
14,37
37,32
32,4
4,3
3,4
4,4
4,4
4,4
4,3
3,4
4,4
4,4
4,4
4,3
3,4
4,4
4,273
273,4
4,3
3,2
2,4
4,7
7,4
4,4
4,2
2,4
4,4
4,7
7,4
4,3
3,6
6,5
5,23
23,2
2,7
7,4
4,4
4,4
4,3
3,4
4,4
4,4
4,4
4,3
3,2
2,4
4,3
3,3
3,4
4,7
7,12
12,4
4,3
3,4
4,3
3,5
5,4
4,4
4,6
6,4
4,12
12,2
2,2
2,7
7,4
4,4
4,533
533,4
4,3
3,3
3,2
2,5
5,3
3,3
3,5
5,5
5,789
789,4
4,5
5,4
4,11
11,1509
1509,5
5,7
7,4
4,3
3,4
4,4
4,4
4,3
3,5
5,221
221,5
5,7
7,7
7,72
72,4
4,7
7,5
5,13
13,6
6,6
6,5
5,75
75,4
4,5
5,11
11,4
4,5
5,6
6,781
781,5
5,56
56,3
3,6
6,4
4,8
8,4
4,5
5,5
5,543
543,5
5,688
688,5
5,4
4,4
4,5
5,5
5,4
4,5
5,5
5,8
8,47
47,1
1,3
3,6
6,6
6,4
4,16
16,4
4,4
4,5
5,3
3,434
434,3
3,3
3,3
3,3
3,3
3,3
3,84
84,2
2,2
2,2
2,24
24,4
4,24
24,279
279,4
4,5
5,2
2,688
688,4
4,5
5,4
4,4
4,5
5,405
405,3
3,8
8,11
11,9
9,2
2,6
6,5
5,3
3,80
80,3
3,2
2,163
163,3
3,2
2,4
4,3
3,113
113,4
4,4
4,701
701,4
4,4
4,5
5,4
4,3
3,4
4,4
4,4
4,294
294,4
4,4
4,5
5,3
3,6
6,2
2,4
4,4
4,2
2,4
4,39
39,3
3,41
41,5
5,3
3,3
3,5
5,3
3,5
5,3
3,12
12,4
4,3
3,8
8,3
3,4
4,4
4,5
5,60
60,12
12,6
6,4
4,53
53,6
6,5
5,7
7,3
3,4
4,5
5,5
5,2
2,505
505,3
3,3
3,3
3,3
3,3
3,3
3,4
4,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,78
78,4
4,5
5,4
4,4
4,4
4,4
4,5
5,2
2,1
1,3
3,436
436,3
3,243
243,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,4
4,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,541
541,3
3,3
3,3
3,3
3,3
3,3
3,8
8,5
5,3
3,3
3,3
3,3
3,3
3,19
19,5
5,3
3,3
3,5
5,4
4,7
7,3
3,4
4,3
3,157
157,5
5,4
4,4
4,2
2,6
6,5
5,5
5,13
13,5
5,4
4,5
5,15
15,5
5,2
2,4
4,4
4,5
5,5
5,5
5,7
7,4
4,5
5,4
4,4
4,3
3,3
3,3
3,30
30,5
5,2
2,35
35,6
6,4
4,26
26,33
33,4
4,5
5,800
800,4
4,4
4,4
4,5
5,3
3,4
4,6
6,4
4,4
4,4
4,4
4,4
4,4
4,4
4,3
3,4
4,3
3,3
3,4
4,4
4,3
3,3
3,6
6,5
5,4
4,4
4,4
4,5
5,5
5,4
4,5
5,4
4,5
5,38
38,4
4,5
5,306
306,3
3,4
4,3
3,7
7,3
3,7
7,5
5,3
3,5
5,5
5,4
4,4
4,4
4,4
4,13
13,5
5,7
7,4
4,4
4,3
3,3
3,4
4,5
5,8
8,3
3,3
3,3
3,5
5,7
7,6
6,4
4,4
4,3
3,7
7,51
51,4
4,4
4,4
4,4
4,5
5,5
5,4
4,636
636,4
4,5
5,5
5,21
21,11
11,5
5,4
4,4
4,4
4,6
6,5
5,4
4,4
4,4
4,5
5,5
5,4
4,4
4,5
5,5
5,3
3,4
4,3
3,3
3,3
3,3
3,8
8,6
6,7
7,90
90,5
5,4
4,4
4,5
5,4
4,180
180,6
6,10
10,4
4,4
4,5
5,6
6,5
5,5
5,5
5,17
17,5
5,7
7,6
6,3
3,3
3,4
4,4
4,20
20,22
22,3
3,4
4,47
47,31
31,4
4,6
6,4
4,5
5,6
6,5
5,5
5,5
5,9
9,5
5,5
5,5
5,6
6,10
10,5
5,6
6,5
5,5
5,43
43,4
4,3
3,4
4,4
4,4
4,5
5,3
3,5
5,568
568,1
1,3
3,3
3,5
5,3
3,5
5,4
4,7
7,5
5,3
3,4
4,4
4,3
3,4
4,5
5,3
3,2
2,6
6,4
4,4
4,4
4,5
5,2
2,4
4,6
6,7
7,4
4,5
5,4
4,5
5,8
8,8
8,9
9,4
4,4
4,4
4,4
4,5
5,4
4,7
7,4
4,17
17,4
4,4
4,6
6,16
16,4
4,3
3,2
2,4
4,7
7,10
10,6
6,2
2,8
8,7
7,8
8,7
7,5
5,4
4,6
6,45
45,6
6,84
84,5
5,4
4,4
4,6
6,7
7,3
3,22
22,11
11,17
17,9
9,4
4,5
5,5
5,3
3,5
5,4
4,4
4,2
2,2
2,27
27,6
6,5
5,8
8,1
1,4
4,4
4,5
5,4
4,4
4,3
3,3
3,7
7,4
4,6
6,3
3,5
5,5
5,6
6,30
30,4
4,4
4,4
4,5
5,5
5,3
3,4
4,3
3,5
5,3
3,6
6,5
5,4
4,4
4,4
4,3
3,5
5,5
5,4
4,3
3,4
4,5
5,5
5,62
62,949
949,51
51,6
6,4
4,4
4,5
5,5
5,7
7,5
5,6
6,4
4,4
4,214
214,5
5,5
5,4
4,10
10,46
46,5
5,5
5,5
5,4
4,3
3,7
7,5
5,164
164,4
4,4
4,4
4,4
4,3
3,4
4,4
4,4
4,4
4,4
4,584
584,4
4,2
2,99
99,22
22,4
4,4
4,2
2,11
11,5
5,4
4,6
6,5
5,3
3,4
4,2
2,4
4,6
6,3
3,0
0,5
5,3
3,4
4,3
3,4
4,22
22,4
4,9
9,55
55,4
4,17
17,37
37,5
5,6
6,6
6,5
5,3
3,9
9,8
8,9
9,5
5,6
6,4
4,4
4,5
5,4
4,5
5,10
10,2
2,3
3,4
4,3
3,3
3,7
7,4
4,1
1,2
2,1
1,907
907,4
4,4
4,4
4,4
4,4
4,4
4,6
6,4
4,6
6,2
2,4
4,8
8,3
3,5
5,3
3,6
6,5
5,3
3,3
3,2
2,4
4,4
4,6
6,4
4,4
4,11
11,4
4,2
2,5
5,3
3,5
5,4
4,484
484,4
4,39826
39826,4
4,4
4,4
4,4
4,4
4,6
6,3
3,4
4,8
8,1263
1263,4
4,4
4,47
47,3
3,3
3,4
4,5
5,3
3,4
4,4
4,5
5,5
5,4
4,3
3,2
2,1
1,4
4,3
3,3
3,2
2,7
7,4
4,4
4,1
1,5
5,20
20,58
58,9
9,12
12,3
3,4
4,196
196,8
8,8
8,13
13,478
478,4
4,645
645,1232
1232,5
5,470
470,10
10,7
7,4
4,4
4,3
3,5
5,4
4,4
4,6
6,3
3,54
54,4
4,4
4,4
4,4
4,4
4,3
3,4
4,4
4,4
4,5
5,35
35,3
3,5
5,960
960,5
5,14
14,12
12,6
6,4
4,5
5,11
11,3
3,138
138,6
6,5
5,5
5,2
2,57
57,3
3,2
2,7
7,4
4,5
5,16
16,3
3,4
4,3
3,25
25,3
3,5
5,6
6,6
6,6
6,4
4,6
6,3
3,12
12,3
3,5
5,3519
3519,5
5,6
6,6
6,6
6,235
235,5
5,3
3,2
2,5
5,4
4,5
5,3
3,7
7,5
5,3
3,5
5,5
5,1
1,4
4,1019
1019,4698
4698,2
2,4797
4797,10
10,1337
1337,5
5,22
22,17
17,137
137,4
4,813
813,4
4,6
6,6
6,4
4,4
4,6
6,6
6,6239
6239,5
5,1714
1714,170
170,4
4,2
2,3
3,4
4,4
4,708
708,6
6,8
8,17
17,16
16,6
6,3
3,6
6,13
13,5
5,5
5,1365
1365,4
4,4
4,4
4,3
3,3
3,7
7,7
7,5
5,3
3,4
4,7
7,3
3,5
5,6
6,7
7,59
59,5
5,3
3,6
6,7
7,5
5,4
4,3
3,5
5,4
4,5
5,4
4,5
5,5
5,3
3,5
5,21
21,4
4,3
3,4
4,6
6,2
2,2
2,4
4,112
112,1
1,33
33,9
9,11
11,6
6,2
2,3
3,7
7,4
4,4
4,3
3,3
3,3
3,3
3,4
4,5
5,14
14,4
4,5
5,9
9,4
4,4
4,3
3,4
4,253
253,4
4,4
4,4
4,4
4,5
5,340
340,3
3,4
4,3
3,0
0,3
3,7
7,18
18,4
4,3
3,4
4,6
6,9
9,1
1,4
4,0
0,15
15,5
5,3
3,4
4,27
27,50
50,6
6,5
5,5
5,4
4,3
3,4
4,4
4,5
5,5
5,4
4,4
4,4
4,4
4,4
4,4
4,4
4,5
5,8
8,2
2,4
4,3
3,7
7,4
4,5
5,36
36,5
5,4
4,4
4,33
33,4
4,4
4,4
4,5
5,4
4,3
3,4
4,4
4,11
11,3
3,4
4,3
3,3
3,3
3,4
4,757
757,4
4,902
902,2
2,3
3,1149
1149,4
4,134
134,3
3,3
3,1
1,1
1,0
0,0
0,0
0,0
0,3
3,3
3,0
0,0
0,0
0,0
0,0
0,0
0,0
0,1
1,4
4,2
2,3
3,3
3,1
1,5
5,24
24,4
4,4
4,3
3,4
4,11
11,5
5,6
6,0
0,23
23,0
0,0
0,1
1,2
2,5
5,1
1,3
3,4
4,3
3,4
4,11
11,10
10,26
26,14
14,4
4,2
2,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,3
3,5
5,7
7,0
0,0
0,3
3,3
3,0
0,0
0,1
1,1
1,0
0,1
1,1
1,2
2,4
4,5
5,10
10,2
2,0
0,1
1,367
367,5
5,1
1,11
11,0
0,2
2,1
1,1
1,8
8,4
4,1
1,7
7,3
3,5
5,1
1,0
0,3
3,4
4,6
6,1
1,0
0,1
1,24
24,1
1,1
1,1
1,2
2,0
0,3
3,1
1,2
2,1
1,3
3,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,2
2,2
2,12
12,3
3,3
3,6
6,3
3,4
4,4
4,6
6,3
3,7
7,3
3,3
3,7
7,4
4,5
5,3
3,4
4,8
8,5
5,3
3,7
7,5
5,6
6,3
3,6
6,3
3,9
9,7
7,6
6,5
5,4
4,4
4,5
5,3
3,4
4,59
59,8
8,7
7,39
39,4
4,4
4,4
4,4
4,4
4,5
5,4
4,4
4,8
8,14
14,4
4,4
4,4
4,4
4,4
4,4
4,4
4,5
5,4
4,4
4,2
2,5
5,4
4,9
9,4
4,4
4,4
4,4
4,4
4,5
5,51
51,7
7,4
4,5
5,3
3,6
6,1
1,4
4,5
5,53
53,24
24,7
7,7
7,4
4,4
4,5
5,18
18,4
4,7
7,19
19,4
4,3
3,4
4,6
6,2
2,10
10,4
4,4
4,13
13,4
4,3
3,4
4,4
4,4
4,4
4,4
4,4
4,4
4,3
3,4
4,4
4,8
8,4
4,4
4,4
4,3
3,4
4,10
10,4
4,4
4,8
8,8
8,4
4,4
4,33
33,4
4,4
4,2
2,6
6,4
4,4
4,0
0,11
11,4
4,4
4,5
5,4
4,4
4,49
49,4
4,6
6,4
4,6
6,683
683,5
5,5
5,216
216,4
4,4
4,8
8,4
4,5
5,4
4,6
6,4
4,3
3,5
5,6
6,13
13,4
4,7
7,4
4,8
8,2
2,6
6,7
7,6
6,6
6,391
391,626
626,2
2,5
5,5
5,5
5,5
5,8
8,49
49,5
5,6
6,5
5,6
6,4
4,7
7,4
4,7
7,5
5,4
4,5
5,3
3,5
5,2
2,2
2,5
5,3
3,4
4,3
3,46
46,329
329,5
5,6
6,6
6,3
3,6
6,4
4,238
238,6
6,954
954,3
3,7
7,5
5,6
6,1
1,3
3,5
5,6
6,3
3,6
6,5
5,198
198,3
3,6
6,4
4,4
4,6
6,4
4,16
16,3
3,86
86,2
2,3
3,8
8,4
4,87
87,13
13,28
28,4
4,5
5,413
413,2
2,3
3,9
9,5
5,4
4,7
7,6
6,7
7,6
6,453
453,4
4,6
6,5
5,4
4,12
12,4
4,3
3,2
2,4
4,11
11,5
5,6
6,3
3,6
6,4
4,276
276,38
38,8
8,18
18,4
4,5
5,6
6,2
2,9
9,3
3,6
6,9
9,49
49,14
14,4
4,5
5,859
859,5
5,5
5,7
7,9
9,9
9,9
9,9
9,4
4,6
6,4
4,48
48,4
4,8
8,5
5,27
27,63
63,5
5,2
2,3
3,4
4,3
3,4
4,4
4,2
2,4
4,7
7,4
4,4
4,4
4,23
23,3
3,4
4,3
3,4
4,4
4,4
4,4
4,4
4,2
2,4
4,3
3,4
4,3
3,5
5,7
7,4
4,4
4,877
877,5
5,4
4,3
3,3
3,4
4,3
3,3
3,4
4,4
4,3
3,4
4,6
6,5
5,3
3,3
3,5
5,195
195,5
5,4
4,4
4,9
9,3
3,6
6,1
1,159
159,6
6,9
9,7
7,6
6,5
5,3
3,5
5,6
6,5
5,5
5,6
6,3
3,4
4,3
3,4
4,4
4,2
2,4
4,6
6,4
4,4
4,3
3,8
8,410
410,3
3,4
4,6
6,5
5,1586
1586,4
4,7
7,347
347,4
4,4
4,5
5,4
4,3
3,4
4,29
29,4
4,14
14,6
6,5
5,5
5,9
9,1
1,11
11,4
4,3
3,10
10,3
3,44
44,41
41,39
39,5
5,5
5,5
5,4
4,5
5,6
6,4
4,5
5,16
16,6
6,9
9,4
4,4
4,4
4,4
4,3
3,4
4,2
2,6
6,5
5,646
646,37
37,516
516,2
2,5
5,2
2,3
3,674
674,4
4,3
3,1064
1064,4
4,6
6,21
21,6
6,5
5,4
4,4
4,4
4,5
5,4
4,4
4,5
5,5
5,5
5,6
6,148
148,5
5,5
5,5
5,5
5,4
4,6
6,6
6,7
7,5
5,7
7,26
26,3
3,3
3,34
34,4
4,702
702,4
4,47
47,4
4,5
5,5
5,1
1,4
4,3
3,2
2,5
5,3
3,3
3,3
3,4
4,405
405,160
160,692
692,5
5,59
59,3
3,45
45,3
3,7
7,5
5,5
5,5
5,26
26,8
8,2
2,5
5,3
3,7
7,2
2,4
4,5
5,2
2,3
3,4
4,9
9,6
6,5
5,3
3,4
4,2
2,10
10,7
7,16
16,3
3,5
5,4
4,3
3,158
158,106
106,4
4,47
47,5
5,4
4,4
4,4
4,4
4,4
4,4
4,132
132,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,5
5,34
34,4
4,3
3,6
6,4
4,5
5,4
4,5
5,3
3,969
969,6
6,38
38,296
296,4
4,6
6,10
10,4
4,3
3,4
4,7
7,4
4,5
5,6
6,7
7,4
4,3
3,25
25,2
2,3
3,6
6,2
2,3
3,2
2,7
7,6
6,7
7,2
2,3
3,2
2,3
3,2
2,3
3,2
2,5
5,3
3,4
4,4
4,5
5,4
4,27
27,2
2,3
3,4
4,447
447,5
5,269
269,6
6,2
2,6
6,6
6,5
5,6
6,20
20,5
5,5
5,7
7,6
6,3
3,37
37,3
3,5
5,2
2,5
5,4
4,3
3,1
1,4
4,10
10,5
5,3
3,31
31,10
10,12
12,4
4,3
3,4
4,6
6,101
101,949
949,4
4,5
5,4
4,3
3,4
4,11
11,491
491,5
5,3
3,30
30,18
18,45
45,87
87,43
43,6
6,3
3,5
5,5
5,5
5,4
4,2
2,4
4,2
2,5
5,7
7,3
3,2
2,4
4,9
9,3
3,5
5,3
3,6
6,3
3,10
10,10
10,12
12,7
7,5
5,10
10,4
4,3
3,4
4,3
3,3
3,3
3,4
4,10
10,494
494,2
2,6
6,3
3,761
761,4
4,4
4,3
3,6
6,4
4,78
78,124
124,2
2,650
650,4
4,2
2,144
144,11
11,2
2,38
38,5
5,5
5,3
3,3
3,3
3,2
2,5
5,4
4,5
5,5
5,4
4,5
5,4
4,5
5,10
10,4
4,5
5,4
4,5
5,4
4,5
5,4
4,5
5,4
4,5
5,4
4,5
5,5
5,4
4,5
5,4
4,5
5,4
4,5
5,4
4,5
5,4
4,6
6,8
8,6
6,96
96,4
4,858
858,5
5,4
4,2957
2957,5
5,2
2,8
8,12
12,5
5,3
3,5
5,5
5,22
22,3
3,3
3,3
3,2
2,3
3,2
2,174
174,5
5,4
4,3
3,6
6,6
6,974
974,4
4,4
4,4
4,25
25,4
4,1454
1454,5
5,5
5,3
3,4
4,4
4,4
4,4
4,4
4,4
4,5
5,6
6,5
5,4
4,5
5,7
7,3
3,5
5,20
20,4
4,5
5,5
5,5
5,10
10,2
2,4
4,3
3,5
5,5
5,4
4,3
3,6
6,3
3,31
31,3
3,1
1,7
7,4
4,4
4,6
6,4
4,6
6,5
5,470
470,3
3,1
1,1
1,1
1,5
5,2
2,3
3,288
288,3
3,14
14,7
7,5
5,6
6,9
9,5
5,5
5,277
277,5
5,4
4,5
5,5
5,3
3,6
6,62
62,9
9,5
5,2
2,4
4,4
4,5
5,4
4,963
963,499
499,6
6,29
29,5
5,6
6,9
9,5
5,2
2,5
5,5
5,4
4,5
5,4
4,7
7,6
6,6
6,32
32,9
9,4
4,4
4,4
4,5
5,4
4,3
3,4
4,243
243,3
3,13
13,5
5,4
4,3
3,4
4,63
63,5
5,4
4,138
138,3
3,6
6,4
4,5
5,7
7,5
5,4
4,5
5,5
5,5
5,6
6,6
6,3
3,5
5,5
5,5
5,7
7,5
5,3
3,6
6,4
4,5
5,7
7,5
5,4
4,5
5,5
5,5
5,6
6,6
6,3
3,5
5,5
5,5
5,7
7,5
5,2
2,45
45,4
4,4
4,28
28,8
8,3335
3335,4
4,4
4,4
4,6
6,50
50,7
7,295
295,975
975,4
4,7
7,5
5,4
4,4
4,4
4,88
88,5
5,4
4,20
20,6
6,28
28,9
9,4
4,14
14,6
6,4
4,3
3,6
6,7
7,13
13,6
6,5
5,4
4,4
4,5
5,7
7,5
5,4
4,4
4,7
7,5
5,8
8,76
76,4
4,423
423,3
3,3
3,5
5,12
12,16
16,2
2,3
3,18
18,4
4,5
5,2
2,5
5,5
5,13
13,3
3,4
4,3
3,36
36,462
462,4
4,3
3,45
45,3
3,3
3,3
3,4
4,5
5,4
4,5
5,5
5,25
25,4
4,5
5,2
2,34
34,2
2,4
4,2
2,2
2,2
2,2
2,4
4,4
4,6
6,2
2,3
3,6
6,3
3,216
216,414
414,3
3,104
104,667
667,5
5,2
2,4
4,4
4,6
6,6
6,4
4,4
4,4
4,4
4,5
5,2
2,5
5,4
4,4
4,4
4,4
4,7
7,6
6,5
5,4
4,5
5,5
5,34
34,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,70
70,4
4,4
4,4
4,4
4,4
4,227
227,3
3,5
5,1
1,9
9,4
4,2
2,4
4,20
20,4
4,5
5,5
5,5
5,5
5,5
5,98
98,3
3,5
5,3
3,4
4,5
5,24
24,4
4,8
8,6
6,5
5,59
59,4
4,7
7,155
155,13
13,307
307,54
54,6
6,1
1,5
5,10
10,5
5,34
34,4
4,4
4,61
61,2
2,5
5,6
6,7
7,15
15,84
84,126
126,2
2,5
5,4
4,4
4,5
5,8
8,9
9,25
25,5
5,2
2,5
5,4
4,3
3,4
4,5
5,5
5,3
3,8
8,3
3,5
5,4
4,7
7,4
4,4
4,4
4,134
134,5
5,3
3,3
3,5
5,3
3,3
3,267
267,2
2,5
5,4
4,6
6,5
5,169
169,5
5,5
5,5
5,5
5,5
5,4
4,5
5,5
5,5
5,5
5,5
5,5
5,4
4,5
5,5
5,5
5,5
5,5
5,5
5,5
5,4
4,5
5,5
5,5
5,5
5,5
5,5
5,5
5,4
4,5
5,5
5,5
5,5
5,3
3,14
14,10
10,75
75,4
4,10
10,4
4,5
5,3
3,4
4,5
5,4
4,5
5,15
15,5
5,12
12,6
6,9
9,9
9,6
6,1
1,4
4,3
3,35
35,4
4,5
5,64
64,134
134,5
5,2
2,3
3,6
6,4
4,2
2,3
3,3
3,5
5,4
4,72
72,8
8,7
7,4
4,6
6,4
4,4
4,2
2,6
6,1
1,5
5,5
5,7
7,5
5,4
4,3
3,3
3,5
5,5
5,3
3,3
3,3
3,4
4,3
3,3
3,3
3,2
2,3
3,6
6,3
3,5
5,4
4,6
6,766
766,4
4,4
4,5
5,4
4,3
3,6
6,2
2,5
5,14
14,4
4,3
3,5
5,9
9,4
4,6
6,5
5,3
3,5
5,3
3,4
4,6
6,5
5,7
7,5
5,4
4,5
5,5
5,5
5,5
5,4
4,5
5,257
257,116
116,3
3,4
4,5
5,3
3,3
3,7
7,7
7,6
6,6
6,8
8,5
5,6
6,5
5,5
5,6
6,6
6,3
3,5
5,3
3,5
5,2735
2735,5
5,6
6,1278
1278,3
3,1203
1203,5
5,4
4,9
9,5
5,7
7,10
10,4
4,3
3,31
31,4
4,36
36,4
4,4
4,5
5,5
5,8
8,10
10,5
5,5
5,7
7,5
5,3
3,6
6,4
4,4
4,4
4,5
5,8
8,5
5,3
3,21
21,230
230,9
9,19
19,1146
1146,9
9,9
9,10
10,5
5,1541
1541,75
75,8
8,64
64,767
767,4
4,4
4,8
8,4
4,5
5,4
4,4
4,6
6,5
5,4
4,28
28,8
8,5
5,108
108,4
4,5
5,3
3,3
3,4
4,4
4,4
4,4
4,4
4,4
4,5
5,7
7,94
94,4
4,4
4,10
10,7
7,4
4,3
3,233
233,6
6,3
3,10
10,338
338,72
72,14
14,9
9,955
955,149
149,11
11,5
5,18
18,4
4,4
4,4
4,4
4,4
4,4
4,4
4,9
9,2
2,11127
11127,3
3,1274
1274,5
5,4
4,5
5,5
5,4
4,5
5,4
4,5
5,5
5,4
4,5
5,4
4,5
5,287
287,3
3,4
4,3
3,4
4,6
6,6
6,4
4,4
4,5
5,6
6,5
5,5
5,5
5,40
40,4
4,4
4,4
4,5
5,7
7,5
5,135
135,6
6,7
7,5
5,3
3,4
4,16
16,4
4,36
36,363
363,5
5,4
4,5
5,4
4,169
169,4
4,4
4,24
24,4
4,4
4,4
4,4
4,2
2,0
0,0
0,0
0,2
2,1
1,1
1,3
3,0
0,0
0,0
0,0
0,0
0,4
4,0
0,0
0,0
0,0
0,0
0,10
10,0
0,0
0,7
7,4
4,8
8,7
7,67
67,3
3,19
19,1
1,4
4,5
5,5
5,5
5,4
4,5
5,5
5,4
4,5
5,4
4,4
4,4
4,4
4,4
4,3
3,4
4,4
4,3
3,4
4,5
5,3
3,5
5,4
4,5
5,5
5,5
5,8
8,30
30,4
4,4
4,2
2,3
3,3
3,3
3,1367
1367,4
4,4
4,4
4,2
2,4
4,4
4,4
4,16
16,3
3,4
4,4
4,4
4,4
4,4
4,5
5,5
5,4
4,4
4,4
4,4
4,4
4,22
22,3
3,7
7,8
8,9
9,4
4,36
36,8
8,5
5,74
74,4
4,5
5,4
4,4
4,4
4,4
4,5
5,9
9,5
5,6
6,4
4,3
3,5
5,5
5,4
4,4
4,337
337,4
4,25
25,40
40,3
3,4
4,5
5,5
5,4
4,7
7,4
4,684
684,6
6,309
309,4
4,4
4,4
4,3
3,3
3,4
4,3
3,4
4,10
10,4
4,3
3,6
6,3
3,4
4,2
2,5
5,4
4,5
5,4
4,5
5,4
4,4
4,4
4,8
8,4
4,5
5,4
4,12
12,4
4,129
129,7
7,18
18,5
5,4
4,22
22,1037
1037,2
2,2
2,4
4,3
3,3
3,4
4,4
4,4
4,1
1,6
6,955
955,6
6,6
6,6
6,6
6,7
7,6
6,6
6,6
6,6
6,6
6,6
6,6
6,7
7,6
6,3
3,7
7,4
4,3
3,5
5,21
21,13
13,10
10,10
10,6
6,5
5,3
3,5
5,4
4,3
3,3
3,7
7,2
2,3
3,4
4,3
3,4
4,4
4,2
2,4
4,4
4,5
5,4
4,3
3,24
24,4
4,4
4,4
4,4
4,5
5,7
7,4
4,6
6,6
6,4
4,4
4,5
5,235
235,1056
1056,4
4,37
37,6
6,12
12,5
5,6
6,5
5,6
6,4
4,4
4,29
29,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,4
4,20
20,6
6,1
1,3
3,4
4,72
72,3
3,8
8,5
5,5
5,4
4,5
5,6
6,4
4,14
14,5
5,11
11,6
6,4
4,4
4,1054
1054,8
8,5
5,8
8,4
4,31
31,4
4,4
4,5
