word,x,y
macaroni,-20.1310275405,3.11450880698
misenum,-9.88814745686,-6.26627726958
detroit,1.25869813056,3.27913207712
vow,8.04133695226,-14.9640835504
zusammenstellen,17.4697303914,9.41365487179
stutters,-14.9430570448,9.82073528429
bewerten,14.8180702253,8.51770379347
palodus,-14.6309702602,-1.07475997063
surprises,-0.678474780789,4.7299022445
sublet,12.9616249781,9.67851855373
broomstick,-9.41741313936,-3.84102539252
intoxicating,2.00407473107,-10.5836858148
monumental,-11.8758503818,-11.2936688198
gusher,-11.8569443568,7.71080965011
bernahmeangebot,18.0922909136,9.33917233559
scripted,-10.3582853046,9.99211821797
summing,8.57963089359,-3.7096338062
egyptians,2.81048989559,8.96088347472
lithograph,-9.11147657889,-0.508770366354
substances,-1.78978925165,10.0077053152
sink,-18.6121477456,5.94477181335
cassius,5.09368016122,8.47246282185
pettish,9.94155438178,-11.3841137913
macduff,-1.96958495027,-15.7212798664
columbia,1.21966376341,3.26785687157
westcote,-0.301850187113,2.77987137044
depredation,10.1899073872,-5.67141049758
ironmongery,14.7267621434,9.40538695258
inoculate,8.98458625604,-8.80800573024
actuates,11.9006807231,-4.70685845339
thicken,-16.2154391839,-8.49080453039
inventur,19.0038352887,11.3151493069
tybee,-9.54770862493,6.70907726924
pneumonia,-2.99072785694,6.9657058918
berlin,1.38496761562,1.6548218377
woods,-14.1373010527,-4.90333275881
ransoms,6.09326592657,-12.645716163
toady,2.84098552738,-5.98872727652
favouritism,9.93969514328,-4.79712507135
einmischen,17.3311695953,8.83592310838
ark,-5.06325575418,-4.03339474249
unequaled,7.43173607177,-1.39629197195
whiskies,-18.9162666347,4.2169210211
fumigated,-4.36054397153,3.32603539364
staffed,16.0903532036,9.60910715703
peeress,5.89389331916,-3.81363570382
bequemlichkeit,15.9040523794,9.541895985
shippers,6.31244654567,4.72025399843
serena,-13.9624204096,10.2770234623
constitutions,12.2641115258,-4.7087871952
hasdrubal,4.77070297447,9.40413218612
weedy,-12.2580015046,-5.44409618865
heresies,8.99793214823,-7.25439090089
headrest,-14.6334396962,8.48990698008
bovary,8.63743167794,0.526633297387
soclarus,8.03327209696,-6.48662436633
compiegne,3.98251816096,-2.7784321111
simoom,-14.6418756135,-8.87360887754
brogans,-14.6837089774,9.36219255608
meed,6.68651395846,-14.9928559853
confessions,9.65488856273,0.277324778283
marriageable,5.75743717655,-15.8215095041
ofnephi,3.96913497604,-20.5015425819
tint,-11.4018261947,-8.08623569129
elmwood,0.984220172265,0.35964914675
electronics,-3.48310030688,12.9705840904
determinative,11.5648874223,-1.66587483198
este,8.45001465493,5.49539163073
squires,1.29586426928,-4.79093017468
citta,7.86434152868,5.85917158016
joyfulness,6.75592269552,-21.0789554071
disfavour,6.21127906038,-4.17384083502
convening,12.2618121518,-4.28290878603
tagesordnung,18.459514743,11.5519322305
cyveiliog,5.72507330116,1.40342529675
headsman,-2.9315456296,-15.0458961975
posing,-2.5529699807,4.26896017985
howadji,8.29401188659,0.050353965233
pother,4.27019367866,-10.0652365514
terrorized,4.7081467101,-6.49999598248
ticking,-15.5567969811,-11.8937236282
vacantly,-5.17598843049,-7.97456887829
spindrift,-9.65450159874,-6.41395432383
generals,0.0764796031524,-3.57773959151
outbuildings,-12.7521386032,-4.6461938928
sotomayor,8.39674768112,4.31004140223
sample,13.405292657,13.3286759208
jurists,11.9670834952,-3.96187337759
eltwins,-1.45931257299,-8.47520583788
fallows,-3.59247439693,0.0303855020923
usband,-3.57195660486,2.80696322063
heavenward,-10.8859112448,-9.85421194632
ging,16.9840480874,6.57252864779
unburdened,-0.520665291416,-7.51465879676
passant,9.68374221215,4.08320716001
kinglets,1.13405913918,6.02948216329
mediterranean,2.33446755786,11.7598672576
guez,6.58233798399,11.6501836875
seit,19.053721783,5.09013319369
wooler,3.52080665719,-5.01316278835
pyrot,14.7836008166,-6.3021415149
poul,8.50757403519,13.0946503474
candice,-11.2426325419,5.76350138705
mown,-13.4266084573,-7.6160760241
tophet,4.1858728875,-20.4731063204
blustering,-8.33301243695,-11.7176673589
yonder,-14.6451717409,-5.82030566713
sidon,5.18762483469,-21.3544921345
southroner,-11.2441527054,15.3416023784
dkr,-2.16876607783,19.2926188539
ammiel,3.0990086729,-21.5203992851
kabibonokka,-13.9678564613,-9.63148840466
knott,-10.9307057247,9.67620492442
phases,9.9554350294,-2.93706199984
tarantulas,6.17112146723,-7.14854198538
floor,-16.6500537855,5.32929742257
shakespearian,9.37976564867,-1.67856632377
tendered,19.9050182068,5.82960629418
globaltraveler,10.9491198832,10.9577539281
howls,-14.7305157965,-12.5884392516
sowohl,17.9408070268,7.21744283964
desbarres,-0.608938384461,-3.5296542424
tauchnitz,9.27023450517,-0.586459882057
comprehend,14.3397335906,-12.6924478083
jumbled,-11.0843386423,-0.39977496971
quantitative,14.8745804423,6.24415438066
rafiel,-3.86624951391,5.7849927515
phantasy,2.14448004167,-10.8565943584
cours,9.45540477906,3.75521317785
oblivion,0.73806760589,-10.2317957792
tao,4.61978985219,7.25208271414
organ,-16.2757733636,-13.7168075294
lush,-13.3670730095,-7.15153969304
lavarande,-2.60540248704,-12.2013653167
strollers,-10.1014913102,0.17553055701
swap,14.2134705179,9.95723887871
wailing,-14.8900873461,-10.3377057788
eisenhower,0.609144227952,14.2937665436
erm,20.9148795014,7.07109267343
levant,2.16077693618,4.77498479619
torrent,-14.1800767826,-10.4927054684
preconceptions,10.0952102156,-4.23200328617
priviledge,10.285239745,-7.37727114868
shear,4.71543835185,-18.2593084241
myrmidons,-3.02966751347,-17.2323801936
luigi,8.88543983778,13.3880694812
salvage,19.5965237836,16.300314228
sophister,8.47784263641,-6.58848956946
salamanders,-0.249973663101,8.73335556536
amaranth,-12.3922183657,-9.24248013963
zygote,12.4365714159,-3.59184424554
uncorrected,12.550470646,-0.952319195652
dosage,-1.70491064026,12.4413747566
devoir,9.01073106225,2.30850384482
colenbrander,-2.88490752577,-4.11981738828
lindsay,3.96976557091,3.54832549627
fantasizing,-14.4973768654,9.25924727676
libretto,8.60607658638,-0.190835673921
ropy,-14.2792811059,0.483805996316
nullum,11.1759332146,3.49571304961
gudbrand,3.7518568945,-3.16782804161
penarrow,-2.00204765605,-10.841645846
corned,-20.5772161808,3.59691839972
alignment,13.2017350142,7.75361041062
pete,-4.57669941269,0.497709276929
rejoin,-4.93127502826,-15.9587422115
prosecuting,14.9543269904,-6.86659686949
bertretung,14.4567661173,11.746465543
conspire,12.389044618,-7.16235005527
scale,-5.10861029989,14.5387865049
steamy,-18.3228957963,3.99767355087
testified,5.09137717637,-8.73860270201
jezreel,4.23318591323,-20.9712373641
latter,-4.94239662256,11.8503178268
chas,-2.44883034572,-6.13066897117
ilagin,-7.49264621942,-4.60869775467
refulgent,-11.4508917498,-9.67157179374
wangi,0.208982060294,-18.0151473469
carnac,2.71644778658,9.81393873012
sherbrooke,-0.386467584789,-0.950299089624
prosecutor,15.2847597554,-6.79424261029
serenading,-16.6037185674,-13.2104736015
dumetrius,1.46827095543,-1.09655988351
serrano,6.39190699599,12.1037543734
messmate,-5.75105741461,-12.4313500655
proffer,7.46101340306,-14.8129730096
downloads,-7.33691368471,13.4178359925
flamel,-4.87742287963,-12.6580662208
cupid,0.356608924532,-15.7484713058
perizzites,5.70486856655,-21.046096854
pestiferous,2.77366789567,-13.7001384297
arsdale,-2.36071710224,-9.54563355211
goldie,-15.6004803402,7.36939703367
withdrew,-4.89937331041,-2.3895285351
accomplishment,13.7050484511,-10.2550524973
taoism,3.67052372584,16.1333855137
unsub,-10.1139684237,14.967625322
stands,-15.00085948,-5.46778665411
psalm,2.51800338432,-16.7951346277
crockery,-18.7799288825,0.743155809208
witchy,-13.8758804173,10.3256646683
lifeblood,-11.7425281658,3.60976924055
cc,7.75460765062,10.3323949088
fedorovna,-17.3571486981,7.83170332275
draggled,-12.0440062416,-5.97358435853
equerry,-4.90941119143,-12.5869928197
comme,9.544173548,3.92749398708
walenn,-1.0904265185,1.39442572885
spinney,-8.85807547393,-5.57206781304
habitats,0.0425018415222,9.96965461498
chace,3.18071887963,-14.8542319383
funktion,17.8452078192,10.301475346
breviary,6.40129618529,-5.32392060738
unbeeinflussbare,17.0874165047,10.8107584408
cistern,-16.9344441373,-7.62437702227
reparaturkosten,18.3349068155,11.9724325771
bax,-5.05857149442,-5.66903832396
awf,-5.29942625936,1.83539512994
emphasise,9.72822435175,-3.26816927478
hideousness,2.45926746008,-8.90451384497
tangled,-14.7467045481,-3.92528344108
borderguard,3.83322463274,8.67154911698
holderness,2.71657448172,-3.57678093681
recognising,7.07048331044,-3.66942195952
inappreciable,10.6200803477,-3.37734654606
essays,9.87075447375,-0.0446646477098
ninetieth,1.90689545668,-19.5742106885
oppressing,9.42483278247,-9.08332851417
diatribe,-10.937846553,10.3545860724
pfand,20.4720361851,8.28182209168
unhappier,-13.5659806516,12.3210843548
cattolica,-4.92048502605,-16.5054596755
optio,-13.3573848137,6.10568642676
elsbeth,-10.9153179216,-13.6630842928
sonne,15.2130107121,4.29860812046
favoral,7.21498382929,-10.0470520899
swigging,-18.0308017917,3.1335127709
basal,-1.04093933834,9.72699493463
respublika,5.40182773123,12.6577756172
laos,3.33207042437,12.8684398481
precursors,11.0108288625,-2.92684350369
impeded,-0.828355255025,-5.7863031533
grantlys,5.73099355839,-9.5939244194
vanneaulx,4.25597273772,-1.66052111722
gute,15.4220566103,6.19737728782
musselboro,5.54326058181,-9.80341494694
silvery,-11.9120931359,-7.97439875832
ello,-5.37812500269,0.788246865319
fehlerbereich,13.8002706414,7.03177122945
currently,-3.4729148453,15.2037944588
khui,-12.8548708635,5.84296111968
staged,-8.20573402533,12.5365552579
cws,0.472566160656,14.4780164072
valiseattic,9.31578695942,9.82967800913
holden,-6.79737829943,9.88613637004
longings,1.19907861679,-10.219215126
parental,13.5084780815,-8.89918662024
numidians,3.23324742334,5.74979328412
visors,-14.7592762309,0.828847581452
corresponded,6.80336935218,-2.46276721879
camerons,-3.01894271823,-4.18703124315
sympathise,12.6215065717,-10.0502662444
willet,-0.567019123447,-14.3432732051
lecturing,1.70757297488,0.227810647229
earing,5.64484372853,-18.7262961377
chargeable,11.1601406674,-8.3816722511
haraden,-5.28756127259,-3.41285107611
view,-11.1637430372,5.62068782943
pickpockets,5.89207868852,-7.73459831732
bigger,-8.87241107801,17.5781839641
reefs,1.24392004762,11.1669964552
phew,-4.39109606698,0.188747465016
squalor,2.28820281621,-9.42501622539
reassure,-3.76314289781,-10.307457129
yt,11.1622360677,4.09137578303
sponsorship,-0.41415700656,13.1263578544
reversed,-15.9436009423,-2.02175610396
treffry,-5.28118666589,-9.22327115789
dont,8.95436545334,3.08400011263
utt,3.9557433432,-14.8843095322
looketh,5.85929959122,-20.1064536689
pyrrhic,4.89406148295,8.59472127181
betrothal,6.01106181885,-8.99859240166
jehoiada,3.83320258737,-21.9503072015
scorcher,-7.85283017893,1.885965811
malo,8.3762500499,5.07222122013
halyburton,6.84129961717,1.44248570006
kupon,20.032587994,10.8436350701
archibald,-2.54139412367,-11.8067211078
subtract,13.732210138,8.14602815861
physiognomy,10.087440562,-12.0560450863
goudar,-2.58399875643,-7.51494896401
neigung,16.5362443726,6.40062835184
amtssiegel,17.0839746878,12.1387183093
mery,4.31155221698,5.40492557782
medicine,-3.28002057276,9.01233495642
couldest,6.32789600451,-18.4362642036
cinders,-15.8239479815,-7.70401149551
mitchett,-2.91633860358,-11.4939408659
bucket,-19.0582863087,5.45219734129
appalled,-4.19434881303,-8.01543736642
sunni,5.0743369226,16.5417756151
headwaters,2.0744246801,11.6386420379
hemmings,-5.28652550498,-9.7430114909
gorer,7.27347037268,10.4874604855
tethering,-13.8788433872,4.05098509688
earn,-7.0507704311,5.52365786236
bethlehemjudah,5.38692808376,-22.5064613677
rollers,-10.7598537572,-5.95293001566
stinted,1.12168242644,-12.3070709363
demetrius,-1.08154902827,-15.7735686731
flotilla,-4.11505477647,-3.84598990534
vorliegende,20.1008708305,7.23612100235
unhealing,-10.7401454777,4.06262227691
tolerable,12.2862564895,-11.0729383534
ccp,9.28642210114,13.3391832579
fear,-11.0720338658,17.0687426631
boivin,-7.46107139741,-14.5757075201
stripling,5.59033472232,-15.8244697639
hp,-9.96409533778,8.16041305324
angesichts,17.2591952774,7.06723897641
complexities,9.10099944031,-4.63066724941
vasty,1.97315979097,-15.3312118456
serf,2.5133997333,-5.37031427952
reaumur,-2.30177239315,10.5781966241
chauffeur,-8.06712963308,-2.8140053277
limehouse,-2.22361646775,1.93546588029
rios,7.15872370118,12.2174212911
zahlungspapiere,19.9768513772,7.56537910757
cutest,-12.9709103371,12.7413545156
hollowing,-12.8910950194,-8.76478596136
morrer,-3.61138532334,2.2604061761
buckboard,-7.35304720771,-4.40128786129
greenland,4.19113916902,11.9064794005
crinolines,-11.7727779351,-3.61030162974
kreditbrief,20.8598915952,9.75215724064
brokered,-0.295945805373,13.2135887114
envelopment,5.49054134957,9.20532958353
jah,2.30071054813,-20.8384935529
yearningly,-9.42826187808,-8.89307767382
welcom,3.02997635493,-15.5140895801
behinderter,15.7050503927,10.9829254059
clinching,-4.3429340117,-10.6641675119
dents,-15.6346436045,0.623836544129
london,1.39961239584,2.01463922397
bekwando,0.0166708092551,-2.12717369205
hidden,-14.4872628557,5.26724288038
menaced,-1.22852472679,-5.44679762529
priestcraft,9.28903960092,-7.31807965685
pint,-20.1778034043,5.07108218532
exaggerations,10.089982032,-3.04031475956
versionen,17.7910944856,5.0198230679
indited,7.2033034744,-2.0725080041
pedaling,-11.7958262679,6.72002639039
reasonings,10.9507955637,-5.0828461714
baraka,-1.93159986038,-2.15122924962
lurked,-9.12150847,-9.0081974598
stillschweigend,18.5573581076,13.4994252093
upholder,11.7389171239,-3.42088509578
immortal,1.72986831951,-11.7747208309
jewellery,-18.0955651806,-1.01878536095
phi,7.94288608902,9.09542417146
handelsabkommen,17.423466795,13.349918722
lengthy,1.91478471789,-2.34674139804
edges,-15.3377376884,-2.50796998892
chappel,-1.34091217877,-14.2651860716
saucers,-19.6796585056,2.71044988064
brer,-6.74655555393,3.40115698349
telamon,-0.494677771988,-15.7525035869
hungerford,-10.8589152366,12.5299156041
jahre,18.9990568692,5.08221997125
preparing,-4.57601451653,-1.60936293689
quitt,19.036443678,7.74837871099
stretch,-14.8569586526,-4.95085642949
favourably,12.0879950773,-10.4289500228
pont,2.93163300324,-1.68833195468
essence,13.873075439,-15.0417495312
anlass,16.8955758158,10.0290175744
anstatt,19.0943589303,7.65838626286
jamb,-15.814125411,1.5079504985
ckgenommen,19.1473489153,7.55632799157
knavery,10.1368187595,-12.3696442905
personalknappheit,16.3639661701,11.8315241058
gnawed,-12.9578927884,-3.75188343213
zahlungsauftrag,20.8614572188,9.33730604298
cawed,-13.9628919851,-1.93824305417
childbearing,7.31962609416,-16.8788900739
oberfl,16.857056586,7.74189029131
suit,-18.535159821,-1.88339486504
dressy,-17.9011025412,-2.63381510571
dieppe,-0.18331213237,-1.34701618469
anthers,-0.603440172023,8.93934836465
graffiti,-9.65068706852,8.22377726075
glowed,-11.2429848116,-8.27478933624
pinwheel,-14.7613768745,1.23280741551
neho,7.07359472103,-12.896788285
dumesnil,-4.41680158281,-12.3652205366
linhay,-11.743806833,-5.60190257871
autres,13.2990327805,5.04117866386
gardenias,-12.6734634229,-2.98579561036
transportbedingungen,18.933932519,12.498074081
apparitions,2.64751699809,-11.7543863291
dwellingplaces,6.56184393803,-19.8339487331
distributes,-0.687747016768,7.73421454682
normandy,3.35946186868,-0.422521862089
expedient,12.3071079157,-9.43458931164
disgrace,9.0787385096,-10.4047338075
pecans,-20.7355062631,3.37290727684
undershirt,-19.4122812958,-3.25116400328
narrowly,-2.9041137988,-7.81765023238
shorts,-18.5948379901,-3.03402480005
extravagantly,10.925637896,-11.7803111327
requesting,2.4955128251,-3.57142269888
rack,-16.6046831368,4.52689217274
surtout,-17.7151646123,-4.00594254293
lincolns,-3.50376886179,-3.77813594441
yorkshires,-0.426563820849,0.756163637559
volksz,15.8041315283,13.1904638697
aucassin,1.65854131751,-16.2280564257
prsc,6.74085655559,14.0760923027
jesu,2.77399403574,-17.2599706737
wojak,-6.95227365192,15.3291557833
luo,2.29982740539,15.1193054583
bookshelves,-18.8535916077,0.487616645268
geldbetrag,19.9014945004,10.4381257932
lps,5.90229583182,12.9315354428
unessential,12.6760754232,-3.0013524355
absatzm,17.0859539142,11.0055121399
pei,5.40073090238,11.8643370735
kazanovitch,-5.47234347057,-10.9425976447
ushered,-10.4531506103,-3.67696019795
guernsey,2.48553991247,12.8714477445
ornithologists,0.0498465289463,7.53705231299
scobie,-11.506480617,9.75793675259
crupp,7.22018129357,-8.36340663096
corks,-18.9600087271,3.28421318396
sadistic,-11.6868093911,11.0437532633
jozabad,4.15052864612,-23.3788010329
rosary,-19.0285970235,-5.20564787671
avksentiev,8.83941962564,13.3407567902
hepburn,-2.30834443002,0.51698309177
bartender,-16.2750606162,8.57608077953
traffic,-10.3120363073,6.46320401394
fumbles,-19.4017839051,-4.94354523461
vermerk,19.2443273688,9.01201105099
minding,7.81503820939,-11.1465377644
retched,-12.8454688575,3.57282015229
sachs,6.20737969575,2.32066130155
hugely,-2.04731740531,-0.244848119006
speculation,5.84047512388,-10.6700276254
warley,4.95704682353,0.0298909781176
rhuddlan,4.29908965618,1.82537215403
adjustable,18.3793206278,10.6751027431
arbeitssuche,16.4867600379,10.290195345
slanted,-11.951642657,-6.92875709319
agora,14.3245887649,-0.0158742870908
scourging,5.65310480051,-13.7536217779
clanged,-13.783077221,1.7538448023
apostates,5.31663569103,-13.7629398914
per,0.816617670486,18.9519260711
payee,20.7054948375,9.55350729381
ganglia,-4.15091263649,10.4068471442
bequeathing,10.394150921,-7.83969313069
plugs,-16.3247474466,2.12014350313
batz,3.38288286399,-1.86762056952
alarmed,-3.83229720059,-9.08301976556
mooseum,-4.32681243805,2.59855943963
benches,-13.1189420745,-4.74714654695
dolphin,-8.54654008831,-4.43072672285
halloa,-7.05305209518,-11.7317181378
vishnu,8.5948279557,-5.81526670251
luscombe,-4.39152630179,5.94106250396
perceiving,-2.75233640028,-8.56854785317
zoned,-11.3878617063,-0.642541147759
workaday,3.66546592732,-8.8765787653
centimes,5.75783078516,19.7344678598
posters,-8.39586444952,8.43504200733
beinterpreted,17.5103836324,13.8414363344
coaching,1.35409705847,0.36430228702
dowley,-10.7718409223,8.72147589281
amici,11.944224663,2.04002708871
query,16.9011401226,2.6405987763
checkpoint,-0.572868115403,15.4090778769
forkful,-16.1575895343,7.87907227813
dishcloth,-15.0752482994,8.40107642446
murgatroyd,-3.95525073525,5.93512022262
vana,11.2592416462,2.63022436819
languages,4.0719509859,16.5664932116
mendacious,6.02292316833,-6.98875056708
angelical,2.58355758366,-15.9344099372
mending,-7.5932059944,-6.69592254172
statistic,-1.41566005338,13.5202444576
guarding,-4.66939581322,-4.42747461263
locale,7.56169232319,13.2909906888
untransferable,18.903164463,7.36504198684
delathaway,-12.6037409543,7.6217577499
whiggery,11.7457118577,-3.38234433482
diplomacy,12.2371250078,-5.47268245017
pfc,-7.67813371825,13.3194826496
appeerd,2.07755950712,-15.5714346373
gingerly,-16.0589108981,4.09068104388
blockade,6.35535158876,4.96706258119
tunneled,-11.6146580501,0.363961876955
headmaster,6.36723570968,3.39000939415
boulter,-2.15199551188,2.98646953841
thousands,-13.7788250615,14.3118227173
panthers,1.01017203838,6.16059102322
automatons,-9.36908426127,0.886585216715
detachable,20.0730069529,13.2575054077
incomprehensibly,-1.21834005254,-7.27889264091
aoh,-6.51642692763,-11.456229449
obligatorisch,18.837710326,8.05933128938
gosse,5.5700620583,2.04279989073
spooning,-18.7525077258,4.18971748726
austin,3.51919124561,3.54715167743
scribblers,6.96955907448,-5.66275298626
panicky,1.29694181417,-7.78531508572
quittieren,20.2021386175,8.64904241587
kavio,-12.2220714587,16.5964230507
gripsack,-10.3401730546,-6.65119260133
dake,9.1805013772,3.3108949732
gissing,7.47835148725,7.73157522767
whisperin,10.2539056785,5.77972357994
kurtzman,-7.59661111915,14.6066669983
unelastisch,14.2893634831,8.19939521472
vaccine,-2.08832186435,11.6484696253
zoonomia,11.1023329874,-1.61456235102
toms,-7.05345652164,-1.85449895743
whopping,-13.5299386112,9.99297040001
robyn,-15.5420877088,9.91663990514
brewed,-20.2226512374,4.05333220577
jonadab,3.75566208949,-21.2851990643
berufliches,15.4315495879,11.7983211465
airline,12.6371409296,9.88890161532
size,-6.48884665318,17.9353476817
violets,-13.1216698168,-7.69606614132
cyberpunk,8.05894129258,9.68907408103
mare,-8.74804584327,-3.01255716827
provisional,9.94789039701,11.8916164038
tiddler,-2.95301626806,6.26435568935
telescopic,-3.16884368342,10.6726964216
hari,-7.33008851219,-14.0168267318
freiwillige,20.6831967425,12.6496317789
moravians,7.19335887305,-12.5528445908
orchestra,-16.0083944123,-13.7431844664
derogate,8.50602826717,-5.96473175927
ragal,-6.79671817144,15.330308865
envisioned,-9.58364068682,11.4401933402
furriers,5.55684699499,-3.07920582915
warme,2.97941459676,-14.2433110029
languisheth,4.19437725449,-19.4354783567
galilean,2.71748950899,7.56025922286
townsman,4.9543588758,-0.101106915326
punkt,18.7461396054,9.30116880275
capraja,4.87730293805,-3.35529218907
illogically,2.76355329177,-8.31059586093
mcleod,-2.16625436356,0.793543141224
breach,-2.80071962541,17.9369801014
demurred,-2.97397496265,-10.4327658259
